0.000000000,0.000000000,0.000000000
0.000000000,0.000000000,0.560784340
0.000000000,0.045454547,0.580748677
0.000000000,0.090909094,0.600713015
0.000000000,0.136363640,0.620677412
0.000000000,0.181818187,0.640641749
0.000000000,0.227272734,0.660606086
0.000000000,0.272727281,0.680570424
0.000000000,0.318181813,0.700534761
0.000000000,0.363636374,0.720499098
0.000000000,0.409090906,0.740463495
0.000000000,0.454545468,0.760427833
0.000000000,0.500000000,0.780392170
0.000000000,0.545454562,0.800356507
0.000000000,0.590909064,0.820320845
0.000000000,0.636363626,0.840285242
0.000000000,0.681818187,0.860249579
0.000000000,0.727272749,0.880213916
0.000000000,0.772727251,0.900178254
0.000000000,0.818181813,0.920142591
0.000000000,0.863636374,0.940106928
0.000000000,0.909090936,0.960071325
0.000000000,0.954545438,0.980035663
0.000000000,1.000000000,1.000000000
0.062500000,1.000000000,0.937500000
0.125000000,1.000000000,0.875000000
0.187500000,1.000000000,0.812500000
0.250000000,1.000000000,0.750000000
0.312500000,1.000000000,0.687500000
0.375000000,1.000000000,0.625000000
0.437500000,1.000000000,0.562500000
0.500000000,1.000000000,0.500000000
0.562500000,1.000000000,0.437500000
0.625000000,1.000000000,0.375000000
0.687500000,1.000000000,0.312500000
0.750000000,1.000000000,0.250000000
0.812500000,1.000000000,0.187500000
0.875000000,1.000000000,0.125000000
0.937500000,1.000000000,0.062500000
1.000000000,1.000000000,0.000000000
1.000000000,0.937500000,0.000000000
1.000000000,0.875000000,0.000000000
1.000000000,0.812500000,0.000000000
1.000000000,0.750000000,0.000000000
1.000000000,0.687500000,0.000000000
1.000000000,0.625000000,0.000000000
1.000000000,0.562500000,0.000000000
1.000000000,0.500000000,0.000000000
1.000000000,0.437500000,0.000000000
1.000000000,0.375000000,0.000000000
1.000000000,0.312500000,0.000000000
1.000000000,0.250000000,0.000000000
1.000000000,0.187500000,0.000000000
1.000000000,0.125000000,0.000000000
1.000000000,0.062500000,0.000000000
1.000000000,0.000000000,0.000000000
0.937500000,0.000000000,0.000000000
0.875000000,0.000000000,0.000000000
0.812500000,0.000000000,0.000000000
0.750000000,0.000000000,0.000000000
0.687500000,0.000000000,0.000000000
0.625000000,0.000000000,0.000000000
0.562500000,0.000000000,0.000000000
0.500000000,0.000000000,0.000000000
